person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length
27,120000,2.0,4.0,3.0,0.0,8400,7.14,0,0.07,0.0,8
24,50000,0.0,1.0,4.0,0.0,5000,7.49,0,0.1,0.0,2
25,33000,0.0,3.0,3.0,0.0,3000,5.99,0,0.09,0.0,2
24,72000,2.0,1.0,3.0,1.0,6000,9.99,0,0.08,0.0,2
33,45600,2.0,1.0,1.0,0.0,4000,5.99,0,0.09,0.0,10
24,84000,0.0,1.0,2.0,0.0,12000,6.91,0,0.14,0.0,2
22,128165,0.0,6.0,5.0,0.0,14000,8.94,0,0.11,0.0,3
35,57996,0.0,0.0,4.0,2.0,6000,13.57,0,0.1,1.0,8
44,50000,2.0,8.0,5.0,1.0,6000,11.99,0,0.12,0.0,17
39,63000,2.0,0.0,0.0,0.0,15000,,0,0.24,0.0,15
24,38000,0.0,6.0,1.0,1.0,10000,,0,0.26,0.0,4
24,72000,0.0,8.0,1.0,1.0,5500,9.91,0,0.08,0.0,3
35,133000,2.0,3.0,4.0,3.0,15000,16.77,0,0.11,0.0,7
34,100000,2.0,7.0,1.0,0.0,12000,7.49,0,0.12,0.0,6
32,61200,2.0,,0.0,0.0,15000,6.99,0,0.25,0.0,9
28,17544,2.0,2.0,1.0,0.0,1500,8.63,0,0.09,0.0,10
32,53408,2.0,8.0,3.0,1.0,1400,10.99,0,0.03,0.0,10
25,55000,2.0,1.0,1.0,0.0,6400,6.03,0,0.12,0.0,3
23,85000,2.0,2.0,1.0,0.0,5000,5.42,0,0.06,0.0,2
28,40000,2.0,1.0,3.0,2.0,2400,13.49,0,0.06,0.0,10
35,50000,0.0,4.0,0.0,1.0,7000,11.49,0,0.14,0.0,9
31,42000,0.0,3.0,3.0,1.0,8000,12.42,0,0.19,0.0,7
24,114800,0.0,6.0,0.0,0.0,10000,8.94,0,0.09,0.0,4
29,40000,2.0,9.0,3.0,0.0,5000,6.99,0,0.13,0.0,9
27,42000,0.0,6.0,0.0,0.0,5950,5.99,0,0.14,0.0,5
27,24000,1.0,1.0,0.0,0.0,6000,8.9,0,0.25,0.0,10
29,85000,0.0,3.0,1.0,0.0,7000,6.92,0,0.08,0.0,8
32,54000,0.0,2.0,2.0,0.0,5000,7.9,0,0.09,0.0,7
23,24000,0.0,0.0,0.0,2.0,5500,13.99,0,0.23,0.0,4
29,70004,0.0,0.0,2.0,0.0,8000,9.63,0,0.11,0.0,9
43,72800,2.0,7.0,4.0,2.0,20000,12.84,0,0.27,1.0,12
25,97000,2.0,9.0,4.0,3.0,25000,14.59,0,0.26,0.0,2
21,180000,2.0,0.0,1.0,0.0,5000,8.07,0,0.03,0.0,3
41,57000,0.0,3.0,0.0,3.0,1200,15.99,0,0.02,1.0,12
22,60000,0.0,3.0,0.0,0.0,7500,6.17,0,0.13,0.0,3
23,125000,3.0,4.0,1.0,0.0,7500,8.0,0,0.06,0.0,2
24,148000,0.0,8.0,4.0,0.0,14000,5.42,0,0.09,0.0,2
35,200000,0.0,7.0,3.0,1.0,5000,,0,0.03,0.0,10
34,55000,0.0,3.0,5.0,2.0,12000,13.16,0,0.22,0.0,8
28,21000,0.0,6.0,1.0,0.0,6250,7.9,0,0.3,0.0,7
25,112000,2.0,0.0,4.0,0.0,16000,6.99,0,0.14,0.0,4
28,144000,2.0,12.0,0.0,0.0,30000,,0,0.21,0.0,5
29,55000,0.0,6.0,4.0,3.0,7450,15.62,0,0.14,0.0,8
25,41508,2.0,9.0,1.0,2.0,1600,13.11,0,0.04,1.0,3
30,66000,2.0,8.0,1.0,0.0,6000,7.68,0,0.09,0.0,8
23,88000,2.0,8.0,1.0,0.0,10000,7.51,0,0.11,0.0,2
34,143150,2.0,0.0,3.0,0.0,12000,9.32,0,0.08,0.0,6
24,32000,1.0,3.0,4.0,1.0,15000,,0,0.47,0.0,3
23,25000,1.0,5.0,2.0,0.0,7200,8.49,0,0.29,0.0,2
25,55000,0.0,7.0,4.0,2.0,8500,14.22,0,0.15,1.0,3
24,73500,0.0,7.0,2.0,2.0,15000,13.16,0,0.2,1.0,3
22,36996,0.0,0.0,2.0,0.0,5000,5.42,0,0.14,0.0,2
23,43000,0.0,7.0,1.0,0.0,1000,7.51,0,0.02,0.0,3
21,35000,0.0,3.0,1.0,0.0,1500,5.79,0,0.04,0.0,2
24,54996,0.0,6.0,2.0,1.0,9100,,0,0.17,0.0,2
29,85000,2.0,14.0,3.0,1.0,7500,11.49,0,0.09,0.0,10
24,58000,0.0,6.0,1.0,0.0,9000,7.29,0,0.16,0.0,4
28,50004,0.0,9.0,4.0,2.0,8000,15.23,0,0.16,1.0,9
25,38400,0.0,0.0,5.0,1.0,7000,9.99,0,0.18,0.0,2
27,42000,0.0,1.0,1.0,0.0,10000,,0,0.24,0.0,8
26,40000,0.0,2.0,2.0,0.0,12000,7.51,0,0.3,0.0,2
23,43000,2.0,7.0,3.0,0.0,15600,,0,0.36,0.0,4
24,38400,0.0,3.0,2.0,1.0,5000,10.99,0,0.13,0.0,2
25,24864,1.0,9.0,3.0,1.0,9000,,0,0.36,0.0,3
34,122400,2.0,5.0,2.0,1.0,6800,10.65,0,0.06,0.0,10
26,125000,2.0,2.0,5.0,2.0,20000,13.11,0,0.16,0.0,2
39,44000,2.0,2.0,2.0,1.0,8000,9.63,0,0.18,0.0,17
50,39204,0.0,4.0,3.0,0.0,10000,5.99,0,0.26,0.0,12
23,27040,0.0,2.0,3.0,2.0,4000,12.29,0,0.15,1.0,4
24,56000,2.0,4.0,4.0,2.0,19125,13.99,0,0.34,1.0,3
28,110244,2.0,3.0,4.0,3.0,18000,12.17,0,0.16,0.0,10
27,55000,0.0,11.0,1.0,2.0,10000,14.27,0,0.18,0.0,7
27,38000,0.0,11.0,1.0,1.0,3200,12.42,0,0.08,0.0,5
27,70000,1.0,0.0,0.0,2.0,15000,12.84,0,0.21,0.0,10
27,27600,2.0,2.0,1.0,0.0,3500,6.99,0,0.13,0.0,9
33,170004,2.0,17.0,0.0,0.0,12000,7.51,0,0.07,0.0,9
42,30000,0.0,0.0,5.0,0.0,4200,7.49,0,0.14,0.0,13
23,140000,2.0,0.0,1.0,0.0,3500,5.79,0,0.03,0.0,3
41,57600,0.0,6.0,0.0,0.0,8000,6.03,0,0.14,0.0,12
22,60000,0.0,0.0,0.0,0.0,13200,8.49,0,0.22,0.0,3
24,26000,2.0,8.0,2.0,0.0,7000,7.74,0,0.27,0.0,2
27,24000,0.0,2.0,2.0,1.0,2500,10.65,0,0.1,0.0,9
23,36000,1.0,,1.0,0.0,5500,5.42,0,0.15,0.0,2
22,40800,2.0,7.0,1.0,2.0,17050,,0,0.42,1.0,2
35,70000,0.0,1.0,4.0,2.0,10000,13.98,0,0.14,0.0,7
27,29000,0.0,3.0,2.0,1.0,7750,11.86,0,0.27,0.0,5
31,55000,0.0,5.0,2.0,2.0,8000,13.16,0,0.15,0.0,5
57,77385,0.0,4.0,3.0,0.0,6625,7.66,0,0.09,0.0,29
21,24000,0.0,,1.0,1.0,3600,11.99,0,0.15,0.0,3
22,38628,2.0,6.0,5.0,1.0,4800,9.99,0,0.12,0.0,4
25,48000,2.0,9.0,5.0,2.0,1000,13.49,0,0.02,1.0,3
39,170000,0.0,9.0,5.0,2.0,17000,12.99,0,0.1,0.0,14
24,83004,0.0,4.0,0.0,2.0,12000,13.23,0,0.14,1.0,3
52,30000,0.0,6.0,2.0,2.0,5000,12.73,0,0.17,1.0,18
23,11000,1.0,0.0,3.0,0.0,1400,9.32,0,0.13,0.0,4
36,80000,0.0,4.0,1.0,1.0,7500,11.49,0,0.09,0.0,15
24,100800,2.0,8.0,2.0,1.0,10800,10.75,0,0.11,0.0,4
24,69000,0.0,3.0,3.0,2.0,14000,12.61,0,0.2,1.0,2
27,75000,0.0,2.0,5.0,2.0,15000,14.35,0,0.2,0.0,5
21,29000,2.0,0.0,0.0,1.0,4200,11.99,0,0.14,0.0,3
30,32004,0.0,0.0,5.0,2.0,7500,13.47,0,0.23,1.0,10
35,40000,1.0,5.0,3.0,0.0,8000,7.66,0,0.2,0.0,7
37,90000,2.0,11.0,2.0,0.0,4000,6.62,0,0.04,0.0,16
27,63945,0.0,6.0,3.0,0.0,3500,7.9,0,0.05,0.0,5
27,24000,2.0,6.0,0.0,0.0,6250,8.49,0,0.26,0.0,8
41,98000,2.0,18.0,2.0,1.0,5000,10.99,0,0.05,0.0,17
48,120000,2.0,18.0,5.0,2.0,3600,,0,0.03,1.0,17
27,40050,0.0,3.0,2.0,3.0,3600,14.84,0,0.09,1.0,7
26,42000,2.0,4.0,2.0,1.0,15000,11.26,0,0.36,0.0,4
23,59000,0.0,7.0,1.0,2.0,10000,,0,0.17,1.0,3
26,45000,0.0,5.0,5.0,0.0,7000,8.9,0,0.16,0.0,4
23,40000,1.0,7.0,1.0,0.0,13000,7.29,0,0.33,0.0,4
55,97243,2.0,10.0,0.0,4.0,17000,,0,0.17,0.0,30
23,50000,2.0,7.0,3.0,1.0,8600,11.26,0,0.17,0.0,3
24,65000,0.0,3.0,1.0,1.0,8000,12.69,0,0.12,0.0,3
22,84000,2.0,3.0,1.0,0.0,8000,7.88,0,0.1,0.0,4
24,86610,2.0,7.0,1.0,2.0,8750,12.72,0,0.1,1.0,2
26,32000,2.0,7.0,3.0,2.0,4800,12.61,0,0.15,1.0,3
29,94000,2.0,13.0,2.0,1.0,4800,10.99,0,0.05,0.0,5
27,36120,2.0,2.0,3.0,3.0,2000,15.58,0,0.06,1.0,5
28,62040,0.0,0.0,0.0,2.0,13400,13.06,0,0.22,1.0,6
34,32000,2.0,12.0,4.0,0.0,2275,6.17,0,0.07,0.0,10
33,140000,2.0,8.0,3.0,0.0,8000,5.79,0,0.06,0.0,6
26,35000,0.0,0.0,2.0,0.0,6600,8.59,0,0.19,0.0,4
31,111000,2.0,3.0,4.0,0.0,5150,6.62,0,0.05,0.0,6
23,78000,0.0,5.0,2.0,1.0,17000,10.99,0,0.22,0.0,3
24,38400,3.0,0.0,3.0,4.0,8000,16.0,0,0.21,1.0,2
24,68000,2.0,1.0,0.0,4.0,5500,15.68,0,0.08,0.0,4
30,51000,2.0,4.0,0.0,1.0,2000,10.99,0,0.04,0.0,10
26,32400,0.0,9.0,2.0,2.0,4000,14.27,0,0.12,0.0,2
46,29004,2.0,4.0,0.0,1.0,10000,11.58,0,0.34,0.0,11
22,27000,0.0,0.0,0.0,0.0,4000,5.79,0,0.15,0.0,2
32,43000,0.0,16.0,5.0,0.0,5600,7.51,0,0.13,0.0,7
24,26000,0.0,3.0,2.0,1.0,7850,9.96,0,0.3,0.0,2
25,44400,0.0,4.0,0.0,3.0,2100,17.27,0,0.05,0.0,4
32,39000,0.0,4.0,2.0,1.0,4500,9.91,0,0.12,0.0,7
21,50000,2.0,5.0,1.0,2.0,9000,13.49,0,0.18,0.0,4
24,80000,2.0,8.0,1.0,0.0,7500,8.63,0,0.09,0.0,4
23,24000,1.0,0.0,1.0,0.0,7000,7.14,0,0.29,0.0,3
36,25200,0.0,3.0,2.0,0.0,7200,7.29,0,0.29,0.0,11
29,65000,2.0,5.0,2.0,1.0,6000,10.36,0,0.09,0.0,7
23,56160,2.0,2.0,0.0,1.0,3050,10.59,0,0.05,0.0,2
28,150086,0.0,5.0,2.0,0.0,12000,6.54,0,0.08,0.0,9
24,35000,2.0,7.0,1.0,0.0,15000,7.49,0,0.43,0.0,4
35,50000,2.0,5.0,4.0,2.0,6000,13.49,0,0.12,0.0,6
31,29736,0.0,4.0,1.0,0.0,7000,6.92,0,0.24,0.0,8
33,56100,1.0,13.0,4.0,0.0,16000,6.03,0,0.29,0.0,8
21,33000,1.0,,0.0,0.0,2500,6.03,0,0.08,0.0,4
25,44000,0.0,0.0,2.0,0.0,9000,8.94,0,0.2,0.0,3
29,78000,1.0,13.0,3.0,0.0,14400,,0,0.18,0.0,7
36,72000,2.0,4.0,4.0,1.0,13000,,0,0.18,0.0,13
22,52000,2.0,6.0,0.0,0.0,4800,8.59,0,0.09,0.0,2
23,42870,0.0,7.0,2.0,0.0,2000,5.42,0,0.05,0.0,3
24,95004,2.0,0.0,2.0,2.0,18000,13.35,0,0.19,0.0,3
27,80000,2.0,7.0,5.0,1.0,7400,12.69,0,0.09,0.0,7
35,762000,1.0,8.0,2.0,0.0,10000,8.94,0,0.01,0.0,8
31,100000,2.0,6.0,2.0,1.0,6000,10.99,0,0.06,0.0,6
23,75000,2.0,0.0,2.0,2.0,9500,,0,0.13,1.0,4
25,48000,2.0,2.0,3.0,1.0,5000,,0,0.1,0.0,4
33,60000,2.0,3.0,5.0,0.0,5000,5.42,0,0.08,0.0,7
25,33000,0.0,5.0,2.0,0.0,9000,7.14,0,0.27,0.0,2
34,60000,0.0,3.0,3.0,0.0,6000,8.0,0,0.1,0.0,9
29,54000,0.0,1.0,4.0,1.0,2000,10.01,0,0.04,0.0,7
22,66000,2.0,6.0,1.0,2.0,15000,11.72,0,0.23,1.0,2
25,34942,0.0,7.0,0.0,1.0,1500,10.99,0,0.04,0.0,4
24,85000,0.0,0.0,1.0,0.0,16000,6.91,0,0.19,0.0,2
24,42000,2.0,6.0,2.0,0.0,3125,8.9,0,0.07,0.0,3
34,28880,0.0,2.0,3.0,2.0,3000,11.78,0,0.1,0.0,9
43,47000,1.0,2.0,3.0,0.0,10000,7.88,0,0.21,0.0,16
28,115000,2.0,3.0,4.0,0.0,25000,7.49,0,0.22,0.0,6
23,67000,0.0,7.0,2.0,1.0,3000,10.99,0,0.04,0.0,2
37,250000,2.0,2.0,1.0,2.0,34000,14.79,0,0.14,0.0,16
29,47000,0.0,2.0,0.0,1.0,5000,10.62,0,0.11,0.0,7
44,120000,2.0,6.0,3.0,0.0,4000,,0,0.03,0.0,14
24,145008,2.0,8.0,1.0,0.0,5000,9.63,0,0.03,0.0,4
28,75000,0.0,6.0,4.0,2.0,20000,13.49,0,0.27,0.0,5
24,51000,0.0,6.0,2.0,1.0,15000,11.12,0,0.29,0.0,2
39,84998,0.0,5.0,0.0,1.0,4500,10.99,0,0.05,0.0,14
29,56000,0.0,0.0,0.0,1.0,3200,,0,0.06,0.0,7
23,55000,2.0,8.0,3.0,1.0,7200,11.71,0,0.13,0.0,3
27,43900,2.0,2.0,0.0,1.0,14000,10.38,0,0.32,0.0,10
35,54000,1.0,,3.0,0.0,6000,6.62,0,0.11,0.0,9
29,82000,2.0,5.0,2.0,1.0,20000,10.99,0,0.24,0.0,7
29,76000,0.0,2.0,5.0,0.0,3000,,0,0.04,0.0,5
43,125000,0.0,4.0,1.0,0.0,3250,7.49,0,0.03,0.0,16
23,168600,0.0,3.0,2.0,1.0,20000,11.58,0,0.12,0.0,4
28,80004,2.0,5.0,2.0,0.0,12000,6.91,0,0.15,0.0,6
34,50000,0.0,2.0,2.0,1.0,2800,11.86,0,0.06,0.0,8
22,50361,0.0,6.0,0.0,2.0,12000,12.73,0,0.24,0.0,4
29,180396,2.0,8.0,0.0,1.0,18000,12.69,0,0.1,0.0,9
24,50000,0.0,8.0,2.0,1.0,5000,9.25,0,0.1,0.0,3
28,199000,2.0,12.0,4.0,0.0,10000,9.32,0,0.05,0.0,10
27,69592,2.0,4.0,2.0,1.0,6500,10.74,0,0.09,0.0,10
26,104000,0.0,0.0,5.0,1.0,20000,10.74,0,0.19,0.0,2
34,135000,0.0,6.0,4.0,4.0,20000,17.74,0,0.15,1.0,8
32,79872,2.0,4.0,5.0,2.0,12000,12.68,0,0.15,0.0,10
24,50004,0.0,5.0,1.0,0.0,4000,7.88,0,0.08,0.0,2
28,54000,2.0,1.0,0.0,0.0,11000,6.54,0,0.2,0.0,9
28,68804,2.0,1.0,1.0,0.0,22000,6.99,0,0.32,0.0,6
25,120000,2.0,9.0,4.0,1.0,28000,10.74,0,0.23,0.0,3
30,90000,0.0,1.0,2.0,1.0,7000,9.25,0,0.08,0.0,8
21,84000,2.0,5.0,5.0,1.0,10000,12.53,0,0.12,0.0,4
25,117014,2.0,5.0,1.0,0.0,8400,7.29,0,0.07,0.0,3
23,59000,0.0,3.0,2.0,2.0,4500,12.68,0,0.08,1.0,3
28,52260,2.0,4.0,1.0,0.0,9000,7.51,0,0.17,0.0,7
24,35004,0.0,0.0,0.0,2.0,10000,12.84,0,0.29,1.0,4
40,42996,2.0,5.0,3.0,2.0,8400,13.49,0,0.2,1.0,12
30,39996,2.0,2.0,0.0,1.0,10000,10.75,0,0.25,0.0,8
22,24000,1.0,1.0,3.0,0.0,8000,7.51,0,0.33,0.0,3
24,75000,1.0,0.0,0.0,0.0,6675,6.54,0,0.09,0.0,3
23,120000,0.0,3.0,3.0,0.0,3725,8.49,0,0.03,0.0,2
26,65000,0.0,3.0,1.0,0.0,7000,,0,0.11,0.0,2
26,50000,0.0,0.0,4.0,1.0,13000,,0,0.26,0.0,4
25,115000,2.0,9.0,2.0,2.0,19000,13.49,0,0.17,1.0,3
57,62004,2.0,13.0,0.0,2.0,2000,13.72,0,0.03,1.0,24
23,52800,0.0,6.0,2.0,1.0,3000,10.99,0,0.06,0.0,4
39,70000,2.0,7.0,3.0,0.0,12500,7.9,0,0.18,0.0,13
29,40000,2.0,0.0,1.0,0.0,10625,6.62,0,0.27,0.0,5
21,50000,0.0,4.0,1.0,1.0,7300,11.71,0,0.15,0.0,3
23,65004,0.0,4.0,1.0,3.0,3000,14.84,0,0.05,0.0,3
23,113000,0.0,2.0,5.0,2.0,14000,13.49,0,0.12,1.0,2
24,110000,2.0,8.0,0.0,3.0,10000,15.62,0,0.09,1.0,4
38,60000,0.0,0.0,4.0,2.0,6000,13.57,0,0.1,1.0,15
30,98700,2.0,12.0,1.0,1.0,6000,,0,0.06,0.0,6
25,75000,2.0,7.0,0.0,1.0,15000,9.99,0,0.2,0.0,2
26,260000,1.0,10.0,4.0,1.0,28000,10.99,0,0.11,0.0,3
27,58000,2.0,3.0,4.0,0.0,12000,7.51,0,0.21,0.0,8
26,45000,0.0,3.0,1.0,0.0,6000,5.79,0,0.13,0.0,2
28,240000,0.0,2.0,2.0,1.0,6000,11.46,0,0.03,0.0,6
29,77000,0.0,3.0,2.0,2.0,17600,13.48,0,0.23,0.0,8
26,43000,0.0,,0.0,0.0,2125,8.9,0,0.05,0.0,3
32,83196,0.0,1.0,1.0,1.0,9350,,0,0.11,0.0,6
29,55400,0.0,2.0,4.0,2.0,7000,10.28,0,0.13,1.0,6
29,68000,0.0,9.0,3.0,2.0,14000,12.61,0,0.21,1.0,8
26,110000,1.0,8.0,1.0,1.0,17000,8.88,0,0.15,0.0,4
24,77000,0.0,2.0,5.0,0.0,8000,7.51,0,0.1,0.0,3
28,42000,0.0,5.0,0.0,1.0,4800,12.42,0,0.11,0.0,9
24,32000,2.0,4.0,3.0,1.0,3000,10.75,0,0.09,0.0,4
28,110000,2.0,0.0,3.0,4.0,15000,16.32,0,0.14,1.0,5
40,28800,0.0,2.0,2.0,1.0,4000,10.74,0,0.14,0.0,15
22,67440,2.0,6.0,1.0,1.0,5500,10.25,0,0.08,0.0,4
26,60000,2.0,10.0,0.0,3.0,8000,16.77,0,0.13,0.0,2
23,60000,2.0,7.0,2.0,0.0,7000,7.9,0,0.12,0.0,4
22,28000,0.0,3.0,1.0,2.0,6000,12.98,0,0.21,1.0,2
27,85000,2.0,6.0,4.0,1.0,5500,11.36,0,0.06,0.0,9
21,57000,0.0,0.0,1.0,2.0,10800,13.22,0,0.19,0.0,3
21,52000,2.0,4.0,0.0,3.0,2000,15.62,0,0.04,0.0,4
26,28800,0.0,4.0,2.0,0.0,7000,5.42,0,0.24,0.0,4
25,42000,2.0,9.0,1.0,0.0,9100,,0,0.22,0.0,3
29,45000,0.0,4.0,3.0,1.0,10000,12.42,0,0.22,0.0,7
29,100000,0.0,7.0,4.0,1.0,4000,,0,0.04,0.0,7
22,53000,1.0,7.0,3.0,1.0,2250,10.62,0,0.04,0.0,3
26,19200,0.0,3.0,2.0,0.0,2000,6.17,0,0.1,0.0,4
24,75000,2.0,9.0,4.0,0.0,11500,5.42,0,0.15,0.0,2
27,64000,0.0,3.0,2.0,1.0,18000,11.11,0,0.28,0.0,8
24,91000,2.0,5.0,5.0,0.0,15000,7.88,0,0.16,0.0,2
28,52000,0.0,6.0,5.0,0.0,6000,7.14,0,0.12,0.0,6
32,92000,2.0,1.0,1.0,1.0,5000,,0,0.05,0.0,8
22,40000,2.0,3.0,5.0,0.0,2000,7.9,0,0.05,0.0,2
27,100000,0.0,9.0,2.0,1.0,20000,12.69,0,0.2,0.0,5
21,57000,2.0,5.0,3.0,2.0,14400,,0,0.25,1.0,2
27,67000,0.0,1.0,0.0,2.0,2800,13.04,0,0.04,0.0,7
23,20000,0.0,6.0,0.0,2.0,4000,12.23,0,0.2,1.0,2
22,80000,2.0,7.0,5.0,1.0,1500,10.37,0,0.02,0.0,4
21,35000,2.0,5.0,5.0,0.0,13650,7.51,0,0.39,0.0,4
30,102540,2.0,6.0,4.0,0.0,1500,7.9,0,0.01,0.0,5
24,75000,2.0,6.0,4.0,1.0,12000,11.86,0,0.16,0.0,3
26,232500,2.0,0.0,2.0,2.0,25000,14.17,0,0.11,1.0,2
23,60000,0.0,3.0,1.0,4.0,10000,,0,0.17,0.0,2
31,24000,0.0,2.0,5.0,0.0,3000,7.49,0,0.13,0.0,10
23,42000,0.0,5.0,1.0,4.0,3000,17.93,0,0.07,1.0,2
44,99996,2.0,4.0,3.0,2.0,14400,12.23,0,0.14,1.0,16
31,260000,2.0,14.0,3.0,0.0,18000,8.94,0,0.07,0.0,9
30,32000,0.0,0.0,2.0,2.0,6000,12.99,0,0.19,0.0,9
23,57996,0.0,1.0,2.0,2.0,11650,13.47,0,0.2,0.0,2
25,40000,0.0,5.0,0.0,0.0,6000,7.88,0,0.15,0.0,4
28,90080,2.0,9.0,4.0,0.0,5500,7.49,0,0.06,0.0,6
26,43200,1.0,1.0,1.0,2.0,17000,13.49,0,0.39,1.0,2
21,101004,2.0,2.0,5.0,1.0,14000,10.25,0,0.14,0.0,2
29,260000,2.0,0.0,4.0,1.0,20000,10.37,0,0.08,0.0,9
29,98736,1.0,13.0,3.0,1.0,9000,11.89,0,0.09,0.0,6
31,160000,0.0,1.0,4.0,2.0,7500,11.28,0,0.05,0.0,7
28,103832,0.0,12.0,1.0,4.0,24000,16.69,0,0.23,0.0,5
28,60000,2.0,5.0,2.0,1.0,6000,10.99,0,0.1,0.0,6
31,38000,1.0,15.0,3.0,1.0,10400,11.49,0,0.27,0.0,10
24,72000,1.0,8.0,4.0,0.0,9000,7.49,0,0.13,0.0,4
39,50400,0.0,4.0,1.0,3.0,7000,11.86,0,0.14,0.0,11
24,156000,2.0,8.0,0.0,1.0,15000,10.25,0,0.1,0.0,2
27,175000,2.0,11.0,4.0,0.0,11500,7.51,0,0.07,0.0,7
33,90000,2.0,0.0,4.0,1.0,8000,12.53,0,0.09,0.0,7
23,57700,2.0,7.0,0.0,1.0,3500,10.65,0,0.06,0.0,2
25,31500,0.0,2.0,3.0,1.0,1500,10.99,0,0.05,0.0,4
28,34000,0.0,7.0,5.0,1.0,9600,10.99,0,0.28,0.0,5
32,25000,0.0,0.0,0.0,2.0,3000,13.48,0,0.12,1.0,6
30,31200,0.0,4.0,2.0,0.0,1900,5.79,0,0.06,0.0,10
22,75000,2.0,6.0,2.0,2.0,15000,14.27,0,0.2,0.0,2
43,97000,2.0,0.0,2.0,1.0,14000,11.71,0,0.14,0.0,13
32,24000,1.0,1.0,2.0,0.0,2000,7.29,0,0.08,0.0,6
30,105000,0.0,4.0,3.0,3.0,24250,15.65,0,0.23,0.0,10
24,39000,0.0,8.0,2.0,3.0,1500,15.62,0,0.04,1.0,3
25,98000,2.0,2.0,0.0,0.0,6400,9.63,0,0.07,0.0,4
23,120000,2.0,8.0,2.0,0.0,10000,7.88,0,0.08,0.0,2
37,60000,1.0,15.0,4.0,0.0,5000,9.32,0,0.08,0.0,12
30,60000,2.0,8.0,0.0,2.0,7400,13.11,0,0.12,1.0,5
28,24000,0.0,,0.0,2.0,3000,15.23,0,0.13,1.0,7
26,21000,0.0,3.0,0.0,0.0,5000,6.99,0,0.24,0.0,3
29,36000,0.0,5.0,2.0,0.0,3075,5.42,0,0.09,0.0,5
29,83000,2.0,13.0,4.0,0.0,7500,8.9,0,0.09,0.0,6
24,71480,0.0,8.0,4.0,5.0,17600,,0,0.25,0.0,4
22,60000,2.0,6.0,0.0,0.0,10000,8.9,0,0.17,0.0,4
29,47133,0.0,5.0,2.0,1.0,5100,11.86,0,0.11,0.0,7
25,150000,2.0,8.0,5.0,2.0,5000,12.99,0,0.03,1.0,4
29,74872,0.0,4.0,0.0,0.0,15000,7.88,0,0.2,0.0,9
40,61500,0.0,3.0,0.0,1.0,8000,11.48,0,0.13,0.0,17
24,27600,1.0,8.0,0.0,0.0,7000,7.9,0,0.25,0.0,2
24,82000,0.0,8.0,3.0,1.0,25000,10.25,0,0.3,0.0,2
26,140000,2.0,10.0,3.0,1.0,24250,12.53,0,0.17,0.0,3
28,55000,0.0,4.0,4.0,1.0,12000,10.36,0,0.22,0.0,7
25,110000,1.0,7.0,3.0,1.0,8000,,0,0.07,0.0,3
28,24000,2.0,2.0,4.0,1.0,9600,11.99,0,0.4,0.0,8
28,114000,2.0,12.0,3.0,4.0,8000,18.64,0,0.07,0.0,10
24,61800,2.0,0.0,2.0,0.0,1500,6.54,0,0.02,0.0,2
25,79000,1.0,3.0,3.0,0.0,14000,6.92,0,0.18,0.0,2
22,62000,2.0,6.0,3.0,0.0,5000,8.59,0,0.08,0.0,4
22,45000,2.0,2.0,1.0,3.0,8000,16.49,0,0.18,0.0,2
28,72000,0.0,0.0,2.0,0.0,6000,7.88,0,0.08,0.0,10
22,50433,0.0,6.0,3.0,1.0,5000,10.71,0,0.1,0.0,4
30,62000,0.0,1.0,2.0,2.0,7000,14.27,0,0.11,1.0,5
26,60000,0.0,0.0,3.0,0.0,5000,7.14,0,0.08,0.0,2
34,154000,2.0,4.0,0.0,1.0,4000,10.37,0,0.03,0.0,8
34,25000,2.0,1.0,5.0,1.0,1000,9.63,0,0.04,0.0,6
21,40000,1.0,6.0,3.0,1.0,5600,10.25,0,0.14,0.0,3
29,35000,0.0,6.0,2.0,1.0,7300,11.71,0,0.21,0.0,9
21,30000,0.0,5.0,0.0,0.0,3500,7.9,0,0.12,0.0,2
29,61656,0.0,4.0,0.0,0.0,15000,6.91,0,0.24,0.0,9
32,66300,2.0,5.0,5.0,0.0,6075,6.03,0,0.09,0.0,10
36,65000,0.0,7.0,2.0,1.0,15000,10.59,0,0.23,0.0,17
26,21000,0.0,0.0,2.0,1.0,4000,11.36,0,0.19,0.0,2
26,60000,2.0,2.0,2.0,1.0,5000,,0,0.08,0.0,4
23,107000,0.0,2.0,5.0,0.0,4900,8.94,0,0.05,0.0,2
23,60000,2.0,,1.0,0.0,16000,7.49,0,0.27,0.0,3
27,100000,2.0,2.0,2.0,2.0,10000,12.09,0,0.1,1.0,9
29,27000,0.0,8.0,0.0,0.0,5000,6.76,0,0.19,0.0,9
30,84300,0.0,4.0,0.0,1.0,12000,8.88,0,0.14,0.0,7
25,84000,0.0,5.0,4.0,1.0,18000,9.88,0,0.21,0.0,3
42,30000,0.0,5.0,3.0,3.0,8000,14.96,0,0.27,1.0,12
22,80000,0.0,6.0,0.0,0.0,10000,8.49,0,0.13,0.0,4
25,50000,0.0,5.0,4.0,2.0,6000,12.99,0,0.12,1.0,3
24,115000,0.0,8.0,1.0,0.0,12000,6.54,0,0.1,0.0,3
35,59196,2.0,0.0,1.0,0.0,5000,8.0,0,0.08,0.0,5
